From	To
SPB4_HUMAN	SERPINB4
GSHB_HUMAN	GSS
TCPE_HUMAN	CCT5
PTSS1_HUMAN	PTDSS1
NEST_HUMAN	NES
HSP13_HUMAN	HSPA13
GCST_HUMAN	AMT
KC1A_HUMAN	CSNK1A1
KC1D_HUMAN	CSNK1D
IDHP_HUMAN	IDH2
PIPNB_HUMAN	PITPNB
DPOD2_HUMAN	POLD2
PAXI_HUMAN	PXN
CAMLG_HUMAN	CAMLG
MAPK2_HUMAN	MAPKAPK2
AL9A1_HUMAN	ALDH9A1
RL34_HUMAN	RPL34
RPIA_HUMAN	RPIA
LMAN1_HUMAN	LMAN1
NASP_HUMAN	NASP
FMO5_HUMAN	FMO5
FAS_HUMAN	FASN
FNTA_HUMAN	FNTA
FNTB_HUMAN	FNTB
TCPG_HUMAN	CCT3
RM19_HUMAN	MRPL19
ARRB1_HUMAN	ARRB1
EFTU_HUMAN	TUFM
AMPH_HUMAN	AMPH
AL7A1_HUMAN	ALDH7A1
UB2R1_HUMAN	CDC34
INPP_HUMAN	INPP1
CY561_HUMAN	CYB561
DHE4_HUMAN	GLUD2
SRP09_HUMAN	SRP9
UBE2A_HUMAN	UBE2A
PCY1A_HUMAN	PCYT1A
SYAC_HUMAN	AARS1
SYCC_HUMAN	CARS1
SYHM_HUMAN	HARS2
SYSC_HUMAN	SARS1
PPM1F_HUMAN	PPM1F
MA2A2_HUMAN	MAN2A2
CTCF_HUMAN	CTCF
CEBPD_HUMAN	CEBPD
PSB3_HUMAN	PSMB3
PSB2_HUMAN	PSMB2
MCM2_HUMAN	MCM2
ACADV_HUMAN	ACADVL
YLPM1_HUMAN	YLPM1
TMEDA_HUMAN	TMED10
RBM25_HUMAN	RBM25
NUMB_HUMAN	NUMB
PSN1_HUMAN	PSEN1
EI2BB_HUMAN	EIF2B2
HINT1_HUMAN	HINT1
NU153_HUMAN	NUP153
RBP2_HUMAN	RANBP2
NDUV1_HUMAN	NDUFV1
GSK3A_HUMAN	GSK3A
GSK3B_HUMAN	GSK3B
TAF6_HUMAN	TAF6
5NTC_HUMAN	NT5C2
SPS1_HUMAN	SEPHS1
GUAA_HUMAN	GMPS
DNLI3_HUMAN	LIG3
MRE11_HUMAN	MRE11
ENTP1_HUMAN	ENTPD1
HNMT_HUMAN	HNMT
GNAQ_HUMAN	GNAQ
GBG4_HUMAN	GNG4
IDH3A_HUMAN	IDH3A
ST1A1_HUMAN	SULT1A1
CRIP1_HUMAN	CRIP1
PPOX_HUMAN	PPOX
GDIB_HUMAN	GDI2
EMD_HUMAN	EMD
CPT1A_HUMAN	CPT1A
GATM_HUMAN	GATM
SPB8_HUMAN	SERPINB8
SPB9_HUMAN	SERPINB9
SERPH_HUMAN	SERPINH1
PDLI4_HUMAN	PDLIM4
F10A1_HUMAN	ST13
PEX5_HUMAN	PEX5
VASP_HUMAN	VASP
DYN2_HUMAN	DNM2
MAP2_HUMAN	METAP2
AP4A_HUMAN	NUDT2
CDK7_HUMAN	CDK7
BPL1_HUMAN	HLCS
CDK9_HUMAN	CDK9
LRBA_HUMAN	LRBA
BCAM_HUMAN	BCAM
PPT1_HUMAN	PPT1
RL14_HUMAN	RPL14
TCPQ_HUMAN	CCT8
TCPD_HUMAN	CCT4
ANX11_HUMAN	ANXA11
PAPOA_HUMAN	PAPOLA
FXR1_HUMAN	FXR1
FXR2_HUMAN	FXR2
RAB5C_HUMAN	RAB5C
RAB7A_HUMAN	RAB7A
RAB9A_HUMAN	RAB9A
RAB13_HUMAN	RAB13
RB27A_HUMAN	RAB27A
FABP6_HUMAN	FABP6
PLCD1_HUMAN	PLCD1
DAP1_HUMAN	DAP
RT29_HUMAN	DAP3
DUS3_HUMAN	DUSP3
SMCA2_HUMAN	SMARCA2
SMCA4_HUMAN	SMARCA4
IDH3G_HUMAN	IDH3G
GALK1_HUMAN	GALK1
SSRD_HUMAN	SSR4
BAP31_HUMAN	BCAP31
TPMT_HUMAN	TPMT
MECP2_HUMAN	MECP2
HCFC1_HUMAN	HCFC1
IRAK1_HUMAN	IRAK1
CAV2_HUMAN	CAV2
AL3A2_HUMAN	ALDH3A2
SSDH_HUMAN	ALDH5A1
DHB4_HUMAN	HSD17B4
PSMD7_HUMAN	PSMD7
UB2D1_HUMAN	UBE2D1
SUOX_HUMAN	SUOX
ARSD_HUMAN	ARSD
ARSL_HUMAN	ARSL
STA5B_HUMAN	STAT5B
UBP11_HUMAN	USP11
CLCN3_HUMAN	CLCN3
DYLT3_HUMAN	DYNLT3
VAMP7_HUMAN	VAMP7
KS6A3_HUMAN	RPS6KA3
AK1D1_HUMAN	AKR1D1
HDGF_HUMAN	HDGF
LUM_HUMAN	LUM
PRELP_HUMAN	PRELP
CNN1_HUMAN	CNN1
NEK4_HUMAN	NEK4
UB2E1_HUMAN	UBE2E1
NDUA8_HUMAN	NDUFA8
ROA3_HUMAN	HNRNPA3
6PGD_HUMAN	PGD
HNRPM_HUMAN	HNRNPM
IMA5_HUMAN	KPNA1
NCBP2_HUMAN	NCBP2
GDS1_HUMAN	RAP1GDS1
RPAB3_HUMAN	POLR2H
RPB11_HUMAN	POLR2J
MP2K6_HUMAN	MAP2K6
GDIR1_HUMAN	ARHGDIA
GDIR2_HUMAN	ARHGDIB
CTR2_HUMAN	SLC7A2
AGFG1_HUMAN	AGFG1
HNRPF_HUMAN	HNRNPF
STAT2_HUMAN	STAT2
T2AG_HUMAN	GTF2A2
MSH6_HUMAN	MSH6
VAV2_HUMAN	VAV2
ZN135_HUMAN	ZNF135
RBM5_HUMAN	RBM5
CHIO_HUMAN	CHN2
RIDA_HUMAN	RIDA
SPSY_HUMAN	SMS
HXK3_HUMAN	HK3
RM12_HUMAN	MRPL12
THOP1_HUMAN	THOP1
AK1C2_HUMAN	AKR1C2
CAZA1_HUMAN	CAPZA1
CRIP2_HUMAN	CRIP2
NUP98_HUMAN	NUP98
BIEA_HUMAN	BLVRA
TXTP_HUMAN	SLC25A1
PPP5_HUMAN	PPP5C
ARFP2_HUMAN	ARFIP2
ARFP1_HUMAN	ARFIP1
NUBP1_HUMAN	NUBP1
ACLY_HUMAN	ACLY
MAP11_HUMAN	METAP1
SUCA_HUMAN	SUCLG1
MVD1_HUMAN	MVD
PGTB1_HUMAN	PGGT1B
PGTB2_HUMAN	RABGGTB
COPB_HUMAN	COPB1
COPA_HUMAN	COPA
CATC_HUMAN	CTSC
CLH2_HUMAN	CLTCL1
AP3M2_HUMAN	AP3M2
AP2S1_HUMAN	AP2S1
PTTG_HUMAN	PTTG1IP
RPAB4_HUMAN	POLR2K
IST1_HUMAN	IST1
SC24C_HUMAN	SEC24C
TCP4_HUMAN	SUB1
ICLN_HUMAN	CLNS1A
SYRC_HUMAN	RARS1
ATX3_HUMAN	ATXN3
LIPR1_HUMAN	PNLIPRP1
LIPR2_HUMAN	PNLIPRP2
SYYC_HUMAN	YARS1
UBP14_HUMAN	USP14
AAKG1_HUMAN	PRKAG1
AAPK2_HUMAN	PRKAA2
HSP72_HUMAN	HSPA2
AT1B3_HUMAN	ATP1B3
ATNG_HUMAN	FXYD2
RD23A_HUMAN	RAD23A
RD23B_HUMAN	RAD23B
KAD2_HUMAN	AK2
EMP2_HUMAN	EMP2
UDB15_HUMAN	UGT2B15
P5CS_HUMAN	ALDH18A1
SNAA_HUMAN	NAPA
ADPRH_HUMAN	ADPRH
SLUR1_HUMAN	SLURP1
MFAP2_HUMAN	MFAP2
IF5_HUMAN	EIF5
S12A2_HUMAN	SLC12A2
PSMD4_HUMAN	PSMD4
DRG2_HUMAN	DRG2
PLTP_HUMAN	PLTP
XPO2_HUMAN	CSE1L
BI1_HUMAN	TMBIM6
TERA_HUMAN	VCP
MFAP1_HUMAN	MFAP1
ECHB_HUMAN	HADHB
MANF_HUMAN	MANF
AFAD_HUMAN	AFDN
NP1L1_HUMAN	NAP1L1
CASP7_HUMAN	CASP7
GP2_HUMAN	GP2
ADK_HUMAN	ADK
DSRAD_HUMAN	ADAR
LAMB2_HUMAN	LAMB2
TPD52_HUMAN	TPD52
SEC13_HUMAN	SEC13
NH2L1_HUMAN	SNU13
PSA_HUMAN	NPEPPS
HNRH2_HUMAN	HNRNPH2
SCOT1_HUMAN	OXCT1
SUMO3_HUMAN	SUMO3
EIF3B_HUMAN	EIF3B
FCGRN_HUMAN	FCGRT
BID_HUMAN	BID
ATPK_HUMAN	ATP5MF
RRP1_HUMAN	RRP1
SYMC_HUMAN	MARS1
ITA1_HUMAN	ITGA1
AP1S2_HUMAN	AP1S2
ATP68_HUMAN	ATP5MJ
ATP5I_HUMAN	ATP5ME
LEG4_HUMAN	LGALS4
IF6_HUMAN	EIF6
CTBP2_HUMAN	CTBP2
NDUA6_HUMAN	NDUFA6
PEX3_HUMAN	PEX3
DHB7_HUMAN	HSD17B7
BCAR1_HUMAN	BCAR1
STX17_HUMAN	STX17
WDR4_HUMAN	WDR4
TMM33_HUMAN	TMEM33
SYJ2B_HUMAN	SYNJ2BP
RAB25_HUMAN	RAB25
CORO7_HUMAN	CORO7
NU107_HUMAN	NUP107
GSDMD_HUMAN	GSDMD
SELB_HUMAN	EEFSEC
EPIPL_HUMAN	EPPK1
FAM3B_HUMAN	FAM3B
MTPN_HUMAN	MTPN
YBEY_HUMAN	YBEY
RAB15_HUMAN	RAB15
DEF1_HUMAN	DEFA1
DEF1_HUMAN	DEFA1B
GBG2_HUMAN	GNG2
AP3S2_HUMAN	AP3S2
ARPC4_HUMAN	ARPC4
ELOF1_HUMAN	ELOF1
DEFB1_HUMAN	DEFB1
CD81_HUMAN	CD81
SC61G_HUMAN	SEC61G
TPIS_HUMAN	TPI1
EIF3E_HUMAN	EIF3E
SC61B_HUMAN	SEC61B
PTEN_HUMAN	PTEN
PP4C_HUMAN	PPP4C
UB2G2_HUMAN	UBE2G2
MYL6_HUMAN	MYL6
ACTB_HUMAN	ACTB
IF4A1_HUMAN	EIF4A1
RS20_HUMAN	RPS20
SNP25_HUMAN	SNAP25
PRPS1_HUMAN	PRPS1
PSA6_HUMAN	PSMA6
S10AA_HUMAN	S100A10
CDC42_HUMAN	CDC42
DEST_HUMAN	DSTN
GMFB_HUMAN	GMFB
RAB8A_HUMAN	RAB8A
SPCS3_HUMAN	SPCS3
SRP54_HUMAN	SRP54
RAB4B_HUMAN	RAB4B
RAB2A_HUMAN	RAB2A
RAB5B_HUMAN	RAB5B
RAB10_HUMAN	RAB10
UB2D3_HUMAN	UBE2D3
UBC12_HUMAN	UBE2M
UBE2K_HUMAN	UBE2K
UBE2N_HUMAN	UBE2N
RAB14_HUMAN	RAB14
ARP3_HUMAN	ACTR3
ARP2_HUMAN	ACTR2
ACTZ_HUMAN	ACTR1A
CSN2_HUMAN	COPS2
ARF3_HUMAN	ARF3
ABCE1_HUMAN	ABCE1
RAP1B_HUMAN	RAP1B
RAP2B_HUMAN	RAP2B
MAX_HUMAN	MAX
RS3A_HUMAN	RPS3A
RL26_HUMAN	RPL26
SMS_HUMAN	SST
PSME3_HUMAN	PSME3
RL15_HUMAN	RPL15
MGN_HUMAN	MAGOH
RL27_HUMAN	RPL27
VA0D1_HUMAN	ATP6V0D1
PHS_HUMAN	PCBD1
RL37A_HUMAN	RPL37A
RHOA_HUMAN	RHOA
NAA20_HUMAN	NAA20
NCALD_HUMAN	NCALD
CH10_HUMAN	HSPE1
S61A1_HUMAN	SEC61A1
LYSC_HUMAN	LYZ
PFD3_HUMAN	VBP1
STXB1_HUMAN	STXBP1
B2MG_HUMAN	B2M
DAD1_HUMAN	DAD1
COPZ1_HUMAN	COPZ1
RL37_HUMAN	RPL37
SUMO2_HUMAN	SUMO2
UFM1_HUMAN	UFM1
DCAF7_HUMAN	DCAF7
WDR5_HUMAN	WDR5
AP1S1_HUMAN	AP1S1
NTF2_HUMAN	NUTF2
HNRPK_HUMAN	HNRNPK
1433G_HUMAN	YWHAG
RRAS2_HUMAN	RRAS2
TIM10_HUMAN	TIMM10
RS7_HUMAN	RPS7
PP1A_HUMAN	PPP1CA
PP1B_HUMAN	PPP1CB
PRS4_HUMAN	PSMC1
PRS8_HUMAN	PSMC5
RS8_HUMAN	RPS8
RS15A_HUMAN	RPS15A
RS16_HUMAN	RPS16
UB2G1_HUMAN	UBE2G1
UBE2H_HUMAN	UBE2H
1433E_HUMAN	YWHAE
RS14_HUMAN	RPS14
RS23_HUMAN	RPS23
RS18_HUMAN	RPS18
RS29_HUMAN	RPS29
RS13_HUMAN	RPS13
RS11_HUMAN	RPS11
RUXE_HUMAN	SNRPE
RUXF_HUMAN	SNRPF
LSM3_HUMAN	LSM3
LSM6_HUMAN	LSM6
SMD1_HUMAN	SNRPD1
SMD2_HUMAN	SNRPD2
SMD3_HUMAN	SNRPD3
ARF6_HUMAN	ARF6
PRS10_HUMAN	PSMC6
SELT_HUMAN	SELENOT
RL7A_HUMAN	RPL7A
RPB7_HUMAN	POLR2G
ERF1_HUMAN	ETF1
CNBP_HUMAN	CNBP
RS4X_HUMAN	RPS4X
ACTA_HUMAN	ACTA2
RHOB_HUMAN	RHOB
RL23A_HUMAN	RPL23A
RS6_HUMAN	RPS6
VISL1_HUMAN	VSNL1
H4_HUMAN	H4-16
H4_HUMAN	H4C1
H4_HUMAN	H4C11
H4_HUMAN	H4C12
H4_HUMAN	H4C13
H4_HUMAN	H4C14
H4_HUMAN	H4C15
H4_HUMAN	H4C2
H4_HUMAN	H4C3
H4_HUMAN	H4C4
H4_HUMAN	H4C5
H4_HUMAN	H4C6
H4_HUMAN	H4C8
H4_HUMAN	H4C9
RAB1A_HUMAN	RAB1A
RAN_HUMAN	RAN
RL23_HUMAN	RPL23
RAP1A_HUMAN	RAP1A
RS15_HUMAN	RPS15
RS24_HUMAN	RPS24
RS25_HUMAN	RPS25
RS26_HUMAN	RPS26
RS28_HUMAN	RPS28
GBB1_HUMAN	GNB1
RBX1_HUMAN	RBX1
GBB2_HUMAN	GNB2
RL30_HUMAN	RPL30
RL39_HUMAN	RPL39
RL31_HUMAN	RPL31
RL10A_HUMAN	RPL10A
RL32_HUMAN	RPL32
RL11_HUMAN	RPL11
RL8_HUMAN	RPL8
PPIA_HUMAN	PPIA
FKB1A_HUMAN	FKBP1A
RS27A_HUMAN	RPS27A
GRB2_HUMAN	GRB2
TRA2B_HUMAN	TRA2B
RAC1_HUMAN	RAC1
AP2B1_HUMAN	AP2B1
VAMP2_HUMAN	VAMP2
GNAI1_HUMAN	GNAI1
CANB1_HUMAN	PPP3R1
1433Z_HUMAN	YWHAZ
UBE2B_HUMAN	UBE2B
2ABA_HUMAN	PPP2R2A
SUMO1_HUMAN	SUMO1
DYL1_HUMAN	DYNLL1
DYLT1_HUMAN	DYNLT1
RL38_HUMAN	RPL38
SKP1_HUMAN	SKP1
GBG5_HUMAN	GNG5
RS21_HUMAN	RPS21
IF5A1_HUMAN	EIF5A
RACK1_HUMAN	RACK1
SPT4H_HUMAN	SUPT4H1
UBC9_HUMAN	UBE2I
PP2AA_HUMAN	PPP2CA
YBOX1_HUMAN	YBX1
SC11A_HUMAN	SEC11A
CSK2B_HUMAN	CSNK2B
TPM4_HUMAN	TPM4
UB2L3_HUMAN	UBE2L3
EF1A1_HUMAN	EEF1A1
TBA1B_HUMAN	TUBA1B
TBA4A_HUMAN	TUBA4A
TBB4B_HUMAN	TUBB4B
CSK21_HUMAN	CSNK2A1
PA1B2_HUMAN	PAFAH1B2
HBB_HUMAN	HBB
HBA_HUMAN	HBA1
HBA_HUMAN	HBA2
CXAR_HUMAN	CXADR
NOP14_HUMAN	NOP14
IGBP1_HUMAN	IGBP1
SHPS1_HUMAN	SIRPA
RBM6_HUMAN	RBM6
IF4G2_HUMAN	EIF4G2
RPP30_HUMAN	RPP30
GTF2I_HUMAN	GTF2I
PI42B_HUMAN	PIP4K2B
SRPK2_HUMAN	SRPK2
CLD10_HUMAN	CLDN10
TCPB_HUMAN	CCT2
S35A1_HUMAN	SLC35A1
RAE1L_HUMAN	RAE1
GSTO1_HUMAN	GSTO1
PRKDC_HUMAN	PRKDC
BL1S1_HUMAN	BLOC1S1
NTH_HUMAN	NTHL1
NGAL_HUMAN	LCN2
IN35_HUMAN	IFI35
NUCB2_HUMAN	NUCB2
GABT_HUMAN	ABAT
S10AC_HUMAN	S100A12
BASP1_HUMAN	BASP1
DCD_HUMAN	DCD
TMF1_HUMAN	TMF1
RT22_HUMAN	MRPS22
RT25_HUMAN	MRPS25
RT10_HUMAN	MRPS10
RT35_HUMAN	MRPS35
RT05_HUMAN	MRPS5
RT11_HUMAN	MRPS11
RT15_HUMAN	MRPS15
RT21_HUMAN	MRPS21
RT34_HUMAN	MRPS34
RT06_HUMAN	MRPS6
RT09_HUMAN	MRPS9
HMGN5_HUMAN	HMGN5
SARNP_HUMAN	SARNP
LACTB_HUMAN	LACTB
COG7_HUMAN	COG7
RL24_HUMAN	RPL24
RL36A_HUMAN	RPL36A
CBX1_HUMAN	CBX1
SMAD3_HUMAN	SMAD3
ARF5_HUMAN	ARF5
ERH_HUMAN	ERH
RHOG_HUMAN	RHOG
RL19_HUMAN	RPL19
SERF2_HUMAN	SERF2
SRSF3_HUMAN	SRSF3
MXRA7_HUMAN	MXRA7
H33_HUMAN	H3-3A
H33_HUMAN	H3-3B
FOXK1_HUMAN	FOXK1
CCZ1B_HUMAN	CCZ1B
DAB2_HUMAN	DAB2
PGBM_HUMAN	HSPG2
RHG04_HUMAN	ARHGAP4
FAM3A_HUMAN	FAM3A
RBM10_HUMAN	RBM10
RBM3_HUMAN	RBM3
AT2C1_HUMAN	ATP2C1
AT11A_HUMAN	ATP11A
CYC_HUMAN	CYCS
EM55_HUMAN	MPP1
TFAM_HUMAN	TFAM
PIPNA_HUMAN	PITPNA
METK1_HUMAN	MAT1A
MPCP_HUMAN	SLC25A3
VIGLN_HUMAN	HDLBP
TF2B_HUMAN	GTF2B
CDK6_HUMAN	CDK6
CDK5_HUMAN	CDK5
CDK16_HUMAN	CDK16
PURA_HUMAN	PURA
BORG5_HUMAN	CDC42EP1
CLH1_HUMAN	CLTC
HSF1_HUMAN	HSF1
NFKB2_HUMAN	NFKB2
FKBP3_HUMAN	FKBP3
REEP5_HUMAN	REEP5
DHSO_HUMAN	SORD
HNRPU_HUMAN	HNRNPU
PLIN5_HUMAN	PLIN5
SPTB2_HUMAN	SPTBN1
TIAR_HUMAN	TIAL1
SET_HUMAN	SET
SRSF2_HUMAN	SRSF2
GALK2_HUMAN	GALK2
AMPD2_HUMAN	AMPD2
FABP5_HUMAN	FABP5
CAP1_HUMAN	CAP1
IFM3_HUMAN	IFITM3
NC2B_HUMAN	DR1
EXOSX_HUMAN	EXOSC10
OTUD4_HUMAN	OTUD4
PFKAP_HUMAN	PFKP
XPC_HUMAN	XPC
EWS_HUMAN	EWSR1
OCRL_HUMAN	OCRL
PLCB3_HUMAN	PLCB3
TAGL_HUMAN	TAGLN
AK17A_HUMAN	AKAP17A
NAAA_HUMAN	NAAA
GCYA1_HUMAN	GUCY1A1
PYRD_HUMAN	DHODH
GCYB1_HUMAN	GUCY1B1
ODO1_HUMAN	OGDH
MMSA_HUMAN	ALDH6A1
BDH_HUMAN	BDH1
DSG1_HUMAN	DSG1
DSC2_HUMAN	DSC2
RL18A_HUMAN	RPL18A
MP2K1_HUMAN	MAP2K1
FKBP4_HUMAN	FKBP4
PLOD1_HUMAN	PLOD1
NUCB1_HUMAN	NUCB1
RASF7_HUMAN	RASSF7
RL6_HUMAN	RPL6
TOP2B_HUMAN	TOP2B
AKA12_HUMAN	AKAP12
M2OM_HUMAN	SLC25A11
DYST_HUMAN	DST
GSTM4_HUMAN	GSTM4
GNA12_HUMAN	GNA12
CAV1_HUMAN	CAV1
TNAP2_HUMAN	TNFAIP2
CENPC_HUMAN	CENPC
LMNB2_HUMAN	LMNB2
KIME_HUMAN	MVK
TAP1_HUMAN	TAP1
TAP2_HUMAN	TAP2
CEBPZ_HUMAN	CEBPZ
TF65_HUMAN	RELA
UBXN1_HUMAN	UBXN1
GLGB_HUMAN	GBE1
IF4G1_HUMAN	EIF4G1
K1C17_HUMAN	KRT17
TLE1_HUMAN	TLE1
TLE3_HUMAN	TLE3
LGUL_HUMAN	GLO1
AK1C1_HUMAN	AKR1C1
SSBP_HUMAN	SSBP1
1433F_HUMAN	YWHAH
PLP2_HUMAN	PLP2
CSTF1_HUMAN	CSTF1
ICA69_HUMAN	ICA1
UBE3A_HUMAN	UBE3A
DYN1_HUMAN	DNM1
PTN12_HUMAN	PTPN12
DCE2_HUMAN	GAD2
FAK1_HUMAN	PTK2
SRS11_HUMAN	SRSF11
EF1A2_HUMAN	EEF1A2
KPCD_HUMAN	PRKCD
CALD1_HUMAN	CALD1
COEA1_HUMAN	COL14A1
RN5A_HUMAN	RNASEL
PTN11_HUMAN	PTPN11
KDSR_HUMAN	KDSR
REG3A_HUMAN	REG3A
GFPT1_HUMAN	GFPT1
EXOS9_HUMAN	EXOSC9
AOXA_HUMAN	AOX1
PSME1_HUMAN	PSME1
GABPA_HUMAN	GABPA
GABP1_HUMAN	GABPB1
RING1_HUMAN	RING1
FMR1_HUMAN	FMR1
FMOD_HUMAN	FMOD
PRDX1_HUMAN	PRDX1
CDK18_HUMAN	CDK18
RL18_HUMAN	RPL18
C1QBP_HUMAN	C1QBP
CKAP4_HUMAN	CKAP4
AMPE_HUMAN	ENPEP
ZO1_HUMAN	TJP1
DERM_HUMAN	DPT
KHDR1_HUMAN	KHDRBS1
BAX_HUMAN	BAX
B2CL1_HUMAN	BCL2L1
MCL1_HUMAN	MCL1
KLC1_HUMAN	KLC1
LRP1_HUMAN	LRP1
SRSF1_HUMAN	SRSF1
RHG01_HUMAN	ARHGAP1
TLE5_HUMAN	TLE5
SRSF4_HUMAN	SRSF4
TGM3_HUMAN	TGM3
PP2BA_HUMAN	PPP3CA
DHX9_HUMAN	DHX9
QOR_HUMAN	CRYZ
DDR1_HUMAN	DDR1
GOGA3_HUMAN	GOLGA3
GOGA2_HUMAN	GOLGA2
LG3BP_HUMAN	LGALS3BP
ECHP_HUMAN	EHHADH
MFGM_HUMAN	MFGE8
DEMA_HUMAN	DMTN
DSC1_HUMAN	DSC1
HDHD1_HUMAN	PUDP
CD47_HUMAN	CD47
PPID_HUMAN	PPID
FGL1_HUMAN	FGL1
SSRP1_HUMAN	SSRP1
SLFN5_HUMAN	SLFN5
VAC14_HUMAN	VAC14
ZN616_HUMAN	ZNF616
NSUN2_HUMAN	NSUN2
RBBP4_HUMAN	RBBP4
NCBP1_HUMAN	NCBP1
ABCC8_HUMAN	ABCC8
AHNK_HUMAN	AHNAK
TBC8B_HUMAN	TBC1D8B
ELP6_HUMAN	ELP6
SYCN_HUMAN	SYCN
APOBR_HUMAN	APOBR
HSP7E_HUMAN	HSPA14
SCRN3_HUMAN	SCRN3
CGNL1_HUMAN	CGNL1
NEXN_HUMAN	NEXN
MGAT2_HUMAN	MGAT2
GALT2_HUMAN	GALNT2
GALT1_HUMAN	GALNT1
AP1B1_HUMAN	AP1B1
CPSF1_HUMAN	CPSF1
BST1_HUMAN	BST1
BST2_HUMAN	BST2
MPPA_HUMAN	PMPCA
SIA4A_HUMAN	ST3GAL1
KIF1A_HUMAN	KIF1A
SCRN1_HUMAN	SCRN1
WASC5_HUMAN	WASHC5
NU160_HUMAN	NUP160
ARHG5_HUMAN	ARHGEF5
TBL3_HUMAN	TBL3
TF3C1_HUMAN	GTF3C1
TWF1_HUMAN	TWF1
ASPH_HUMAN	ASPH
TFCP2_HUMAN	TFCP2
AKP13_HUMAN	AKAP13
SNF5_HUMAN	SMARCB1
STX4_HUMAN	STX4
GRSF1_HUMAN	GRSF1
NFIA_HUMAN	NFIA
CNTN1_HUMAN	CNTN1
CHD3_HUMAN	CHD3
SF3A3_HUMAN	SF3A3
TP53B_HUMAN	TP53BP1
TM115_HUMAN	TMEM115
AIMP1_HUMAN	AIMP1
ILF2_HUMAN	ILF2
ILF3_HUMAN	ILF3
LMAN2_HUMAN	LMAN2
IRAG2_HUMAN	IRAG2
EPS8_HUMAN	EPS8
TRAP1_HUMAN	TRAP1
TRAF2_HUMAN	TRAF2
ANK3_HUMAN	ANK3
DLG1_HUMAN	DLG1
TAF10_HUMAN	TAF10
MYO1E_HUMAN	MYO1E
PP1R8_HUMAN	PPP1R8
TP4A2_HUMAN	PTP4A2
ABR_HUMAN	ABR
SEC20_HUMAN	BNIP1
BNIP3_HUMAN	BNIP3
CSTF3_HUMAN	CSTF3
TSN31_HUMAN	TSPAN31
ECH1_HUMAN	ECH1
RHG05_HUMAN	ARHGAP5
STRN3_HUMAN	STRN3
CDC16_HUMAN	CDC16
STK4_HUMAN	STK4
FLII_HUMAN	FLII
COASY_HUMAN	COASY
RM28_HUMAN	MRPL28
ACACA_HUMAN	ACACA
PDIA2_HUMAN	PDIA2
CSN1_HUMAN	GPS1
UBP4_HUMAN	USP4
RED_HUMAN	IK
MTAP_HUMAN	MTAP
AAPK1_HUMAN	PRKAA1
LIPA1_HUMAN	PPFIA1
CACO2_HUMAN	CALCOCO2
EI2BE_HUMAN	EIF2B5
TADBP_HUMAN	TARDBP
ROA0_HUMAN	HNRNPA0
PAK1_HUMAN	PAK1
AIMP2_HUMAN	AIMP2
PRDX4_HUMAN	PRDX4
PAK2_HUMAN	PAK2
CBX3_HUMAN	CBX3
STK3_HUMAN	STK3
STX5_HUMAN	STX5
PSMD2_HUMAN	PSMD2
DDX10_HUMAN	DDX10
DNJC3_HUMAN	DNAJC3
SBP1_HUMAN	SELENBP1
NDK3_HUMAN	NME3
SRSF9_HUMAN	SRSF9
SRSF5_HUMAN	SRSF5
SRSF6_HUMAN	SRSF6
MD2L1_HUMAN	MAD2L1
TIF1B_HUMAN	TRIM28
STX3_HUMAN	STX3
G3BP1_HUMAN	G3BP1
NMI_HUMAN	NMI
PABP4_HUMAN	PABPC4
ATM_HUMAN	ATM
GRB10_HUMAN	GRB10
IFIT5_HUMAN	IFIT5
MTA1_HUMAN	MTA1
EIF3I_HUMAN	EIF3I
PPIL2_HUMAN	PPIL2
MFAP5_HUMAN	MFAP5
2A5G_HUMAN	PPP2R5C
CTBP1_HUMAN	CTBP1
AP3B2_HUMAN	AP3B2
PDE3B_HUMAN	PDE3B
PLD1_HUMAN	PLD1
UB2V1_HUMAN	UBE2V1
RM49_HUMAN	MRPL49
DC1I2_HUMAN	DYNC1I2
ILK_HUMAN	ILK
NNTM_HUMAN	NNT
SNTB2_HUMAN	SNTB2
PPIG_HUMAN	PPIG
TCOF_HUMAN	TCOF1
SF3B2_HUMAN	SF3B2
OS9_HUMAN	OS9
GOGA4_HUMAN	GOLGA4
HAP28_HUMAN	PDAP1
TMED1_HUMAN	TMED1
LSAMP_HUMAN	LSAMP
FKBP5_HUMAN	FKBP5
TUSC3_HUMAN	TUSC3
ROCK1_HUMAN	ROCK1
SMAD4_HUMAN	SMAD4
VPP3_HUMAN	TCIRG1
PICAL_HUMAN	PICALM
MTM1_HUMAN	MTM1
SQSTM_HUMAN	SQSTM1
MTX1_HUMAN	MTX1
TBB3_HUMAN	TUBB3
ASAH1_HUMAN	ASAH1
PRP4B_HUMAN	PRPF4B
PIN1_HUMAN	PIN1
4EBP1_HUMAN	EIF4EBP1
4EBP2_HUMAN	EIF4EBP2
RIPK1_HUMAN	RIPK1
HDAC1_HUMAN	HDAC1
KCC2B_HUMAN	CAMK2B
KCC2G_HUMAN	CAMK2G
KCC2D_HUMAN	CAMK2D
DCTN2_HUMAN	DCTN2
ULA1_HUMAN	NAE1
SNW1_HUMAN	SNW1
DGKZ_HUMAN	DGKZ
IQGA2_HUMAN	IQGAP2
STIM1_HUMAN	STIM1
TRA2A_HUMAN	TRA2A
SNX1_HUMAN	SNX1
